epoch,train_stft_l1,train_stft_mse,train_energy_l1,train_onset_l1,train_spectral_convergence,train_loss,val_stft_l1,val_stft_mse,val_energy_l1,val_onset_l1,val_spectral_convergence,val_loss
30,0.04792992226481438,0.020778636261681093,0.023499590695416555,0.0019252394068462308,0.6095055937707424,0.14439038294255732,0.04805759000778198,0.02154138488532044,0.024353301133960486,0.0018546514145855327,0.6264619650244713,0.14523903316259384
31,0.04790898330835625,0.02079830518271774,0.02351849533645436,0.001924700862407917,0.608739784759283,0.1442698627240956,0.047096592968329784,0.021031789501197638,0.024033005530014633,0.0018539394908002578,0.6184887830615043,0.14482147561013697
32,0.047880975082330406,0.02073214691913454,0.02346942560907919,0.001924611891899258,0.6098588775396347,0.1443884522780776,0.05030118688009679,0.022503325107507407,0.02572291557956487,0.0018667784602148458,0.6297839199900627,0.1480538167208433
33,0.04781084937471897,0.020706169672706165,0.02341495203310624,0.001924735939851962,0.6078308235347271,0.14407059300616384,0.04921791317500174,0.021935738674364984,0.025742466712370515,0.0018604842512286268,0.6287566977739334,0.14632309393584728
34,0.04779988243747502,0.02067457767375745,0.0233873148186598,0.0019249228085216601,0.6080726118028164,0.14400920930877328,0.04708663506805897,0.02133649066882208,0.02445264688367024,0.0018709043901762926,0.6214729604125023,0.14607766092568636
35,0.047780797655694186,0.0206768598936731,0.023360064658522604,0.0019241016076353844,0.608969166958332,0.14414555196091533,0.04641547353565693,0.02109128437121399,0.024083455968648197,0.0018501274251902942,0.6164053313136101,0.14478001448512076
36,0.047712488447315994,0.02062086150352843,0.023265078654093666,0.0019242232121352571,0.6077506184399128,0.14398815393671394,0.046747105265036226,0.02151378600206226,0.024536849682219326,0.00187443247216288,0.6252591251730919,0.14614276790618896
37,0.04763089718474075,0.02055448838248267,0.02318313055469189,0.001922602629015455,0.6064355009913445,0.143644190248847,0.04829591865092516,0.02139198144990951,0.024618051754310727,0.0018599956319085321,0.620370621919632,0.1449817269295454
38,0.04758339501954615,0.02051142066142056,0.023082925509661435,0.0019215997835621238,0.6068850414156913,0.1435081423856318,0.047372870061546564,0.021028133545070885,0.024172996001318097,0.0018577327557723039,0.6186717244982719,0.14461860938370227
39,0.04755896296286956,0.02048746956572868,0.022990664964774622,0.0019228434362856205,0.606049653083086,0.1434139946177602,0.046712619306519626,0.021492825027555226,0.024684782531112434,0.0018724123948195483,0.6238348025083542,0.14644202741235496
40,0.04751199314314872,0.020458484839624726,0.02296947561283596,0.0019221274109499063,0.6051171532809735,0.1432177765466273,0.046818938981741665,0.02106868344009854,0.023905790225137027,0.0018530966123216786,0.6150239914655685,0.1440646326839924
41,0.04744081526249647,0.020403200281318278,0.022884144424414263,0.0019227855233533773,0.6046372403144836,0.14298054370582103,0.046985701108351346,0.02119630089122802,0.024300142061896624,0.0018656473979935982,0.6182535082101822,0.14467403918504715
42,0.04747084577186033,0.020423490435257555,0.022934181299991904,0.0019229294191056396,0.6043991870462895,0.14310145686790346,0.046961490040645,0.021320010599680243,0.024301057977136224,0.0018539381520531605,0.6185618931651116,0.1449319161325693
43,0.04736222535278648,0.02033077503363602,0.022749228079942986,0.0019240479399159085,0.6032536884903907,0.1428302393682301,0.04663699488155544,0.021107895117718725,0.024325691357254983,0.0018644430033746176,0.6186549354195595,0.14487629371881486
44,0.04732628333903849,0.020292928256001323,0.022679090813780202,0.0019239125190651976,0.6030822341442108,0.1426402488850057,0.046559854416176674,0.021242629586253316,0.02448297377396375,0.0018425188672554214,0.6197138867378235,0.1455719854980707
45,0.04728594166859985,0.02024845635625534,0.022596356527414173,0.0019225772210978902,0.6032842426657676,0.14255571034625172,0.046518490601330995,0.021689695445820688,0.025495936872437595,0.0018708053403533995,0.6208495677709579,0.14765791516005994
46,0.0471855062902905,0.020191239142464474,0.022479285051953048,0.0019245248018356506,0.6001752707839012,0.14217981000617147,0.04678006424568593,0.021515296331956053,0.024552385156974197,0.0018558131939789746,0.6217462328076363,0.14584282218664885
47,0.04717813922930509,0.020140620721224696,0.022371346244495362,0.0019254536939261016,0.5991073218643665,0.1420429166510701,0.04860461397655308,0.022007951677311212,0.02539509522449225,0.001868467117747059,0.6367105427980423,0.1469559242874384
48,0.04710136959301308,0.02008059824411757,0.02226075245728716,0.0019239485970087118,0.5987334493398666,0.1418851863540709,0.046753798197954895,0.021458397422218695,0.024760868254117666,0.0018707888478820677,0.6236296284198761,0.1460381315201521
