epoch,train_stft_l1,train_stft_mse,train_energy_l1,train_onset_l1,train_spectral_convergence,train_loss,val_stft_l1,val_stft_mse,val_energy_l1,val_onset_l1,val_spectral_convergence,val_loss,val_base_stft_l1,val_base_stft_mse,val_base_energy_l1,val_base_onset_l1,val_base_spectral_convergence,val_base_loss
1,0.03789272095859051,0.013652375675737858,0.011691336305439472,0.0017952943199779838,0.49668292768001554,0.14199028205871583,0.04480026523768902,0.020197701942175628,0.02350444509088993,0.001796904078219086,0.6242244234085083,0.17367495661973953,0.04504560866951943,0.02017804840579629,0.02349275143444538,0.001798438051249832,0.6236720285415649,0.17392117619514466
2,0.037757277922332286,0.013587620536983014,0.011647722748294473,0.0017945484537165613,0.4943900589942932,0.14150867623686791,0.04486267480254173,0.020282821729779243,0.023694351695477962,0.0017977977972477674,0.6251410903930664,0.1737289450764656,0.04504560866951943,0.02017804840579629,0.02349275143444538,0.001798438051249832,0.6236720285415649,0.17392117619514466
3,0.037681053027510646,0.013537717137485743,0.011579647074267268,0.0017938992984127254,0.4927263371229172,0.14109493824243546,0.0444999905526638,0.020115896314382552,0.023350177336484194,0.0017975271516479552,0.6235403690338135,0.1733240739107132,0.04504560866951943,0.02017804840579629,0.02349275143444538,0.001798438051249832,0.6236720285415649,0.17392117619514466
4,0.037605829313397406,0.013506380904838442,0.011523482806235552,0.001793924487894401,0.49187044587135315,0.14083570353984834,0.04464696723222732,0.020119844935834408,0.02345750102773309,0.0017961413147859276,0.6227358770370484,0.17312354797124863,0.04504560866951943,0.02017804840579629,0.02349275143444538,0.001798438051249832,0.6236720285415649,0.17392117619514466
5,0.03757275180965662,0.013489626454934478,0.011502743469923735,0.0017936121673788874,0.49144183185100554,0.1407482023537159,0.044653907909989354,0.02006907217949629,0.02344552993401885,0.001794973483774811,0.6212166752815247,0.1728774511218071,0.04504560866951943,0.02017804840579629,0.02349275143444538,0.001798438051249832,0.6236720285415649,0.17392117619514466
6,0.03754319603592157,0.013475638350471855,0.011488820975646376,0.0017931791961658746,0.49113924884796145,0.14057260295152665,0.044828192740678785,0.02034196635335684,0.023770727071911097,0.0017975473627448082,0.6267635908126831,0.1738402519226074,0.04504560866951943,0.02017804840579629,0.02349275143444538,0.001798438051249832,0.6236720285415649,0.17392117619514466
7,0.037514256131649014,0.013462135089188814,0.011460159101709723,0.0017932786148507148,0.4909010904788971,0.14051742578148843,0.044429920360445976,0.020058970395475627,0.023318434432148934,0.0017942125927656889,0.6234609298706054,0.1730992729663849,0.04504560866951943,0.02017804840579629,0.02349275143444538,0.001798438051249832,0.6236720285415649,0.17392117619514466
8,0.037496788473427294,0.013452370698004961,0.011438164000958205,0.0017927162745501846,0.4911524248838425,0.14049349133968353,0.044410454466938976,0.020007075875997545,0.023288043405860662,0.0017949603600427508,0.6233319058418274,0.1730545764565468,0.04504560866951943,0.02017804840579629,0.02349275143444538,0.001798438051249832,0.6236720285415649,0.17392117619514466
9,0.037471353335678574,0.013442458325624466,0.011429185883700848,0.0017925232113339008,0.49118001759052277,0.140460703676939,0.04432222610712051,0.019944311324506997,0.023223034381866455,0.0017946064309217035,0.6218952980041504,0.1727216698527336,0.04504560866951943,0.02017804840579629,0.02349275143444538,0.001798438051249832,0.6236720285415649,0.17392117619514466
10,0.03746293297559023,0.01343680050931871,0.011428839300200343,0.0017919011230580508,0.4903442621946335,0.14040111919641496,0.04423056657612324,0.019889026544988156,0.02315784429386258,0.0017956134863197804,0.6187884593009949,0.17237817084789275,0.04504560866951943,0.02017804840579629,0.02349275143444538,0.001798438051249832,0.6236720285415649,0.17392117619514466
11,0.03744255646169185,0.013426158216968178,0.011400418309494852,0.0017919863752555102,0.49009474284648896,0.14030063279867172,0.04425240516662598,0.02001232321560383,0.023225442454218863,0.0017916948185302318,0.6228559939861298,0.17293278640508652,0.04504560866951943,0.02017804840579629,0.02349275143444538,0.001798438051249832,0.6236720285415649,0.17392117619514466
