epoch,train_stft_l1,train_stft_mse,train_energy_l1,train_onset_l1,train_loss,val_stft_l1,val_stft_mse,val_energy_l1,val_onset_l1,val_loss
1,0.05953067277744412,0.030704446289502085,0.03482292266152799,0.0021670226393500345,0.14086385983079672,0.06197176176309586,0.02810763479396701,0.03782017285935581,0.0019797506186878307,0.13347808343172074
2,0.051317686524242165,0.023502757445909083,0.02694653442390263,0.002021193250245415,0.1232805308714509,0.04770297519117594,0.021800074234604835,0.023926540134474636,0.0019261655663140118,0.11672006985545158
3,0.04947892024442554,0.02228754111584276,0.02560625279992819,0.0019850948083912955,0.1194878254070878,0.04724664355441928,0.02109378317091614,0.02354694935679436,0.0018776271372335032,0.11444691179692745
4,0.04858375850841403,0.021649178942106665,0.024968317680247126,0.001964507929235697,0.11758464887738228,0.04545668168365955,0.021389056437648834,0.02444259418733418,0.00191669582168106,0.11711524988710881
5,0.047864561833068725,0.021203821085765958,0.024378510400652885,0.0019475359326694161,0.11613595558702945,0.04734410502016544,0.020748439549468457,0.02332088190689683,0.0018480927795171739,0.11339917239546776
6,0.047419530910998584,0.020905393888242543,0.024121778026223183,0.00193798099339474,0.11510465412735939,0.044887899905443195,0.021209171553142368,0.02473875878751278,0.001848507985821925,0.11641849073767661
7,0.046968889287114145,0.02057007621312514,0.02372933753095567,0.0019295445278286933,0.11419521539956332,0.04540967543050647,0.020275006881915032,0.022726374331861733,0.0018460894781164826,0.11174621607363223
8,0.04656957428604364,0.02029495918955654,0.023394622495397924,0.0019236310635926202,0.11333230030834675,0.04744726813584566,0.02090573564916849,0.024893380045890808,0.0018449461621930822,0.11291323161125183
9,0.04627944655567408,0.02007725711427629,0.02316247921027243,0.0019158388799754903,0.11265806896239519,0.04463802221044898,0.01983305560518056,0.022106087250635027,0.0018437123564071954,0.11091854132711887
10,0.04596626474000513,0.019864485366921873,0.022863726287148892,0.0019131152105517685,0.11209210596382618,0.04528494169563055,0.020117684208787977,0.02238597180880606,0.0018345029482152314,0.11126978395879268
11,0.045660642094910144,0.01964110724264756,0.022434542944468557,0.0019068835599231535,0.11119272188544273,0.046268965151160954,0.02046131564117968,0.023536494633182883,0.0018465663066599518,0.11116815911233426
12,0.04519575360640883,0.01924606363605708,0.021840156570635736,0.0019046626484254376,0.11014628512561321,0.045297020077705384,0.020168139146640895,0.022988453641533853,0.0018304257309064269,0.11089137530326844
13,0.044903203340992334,0.018986192584130913,0.021378015700541438,0.0019020073407329619,0.10928369532823562,0.043971573166549205,0.020172718312591313,0.02297711721342057,0.0018407039560843258,0.11235006380081176
14,0.04447200377881527,0.018632584790419786,0.020741847897879778,0.0018970837304601446,0.10835989253744482,0.049028486736118794,0.022144583150744437,0.027540254252031444,0.001832058447995223,0.11544715417921543
15,0.04396916698925197,0.018229283261671662,0.019997510119713843,0.0018940418761456386,0.10708290610462427,0.04466449069231749,0.01995495706424117,0.022618617180734872,0.0018241176708834247,0.1107101463675499
16,0.0435289850525558,0.01782141442168504,0.019210139946080743,0.0018903738235589117,0.10593960160166026,0.044377459961920974,0.02002682583220303,0.022532378179952503,0.0018512156894430517,0.11121715989708901
17,0.04307514401376247,0.017483394579961897,0.018536863522045314,0.001885582131682895,0.1048796316921711,0.046376027543097734,0.020477326387539505,0.0242819555811584,0.0018195830561453478,0.11173039846122265
18,0.042684536662325266,0.01713654624102637,0.01788723929002881,0.0018820684733334928,0.10376676566153764,0.04842956309020519,0.021325458768755197,0.025792880022898316,0.0018246970947366208,0.11316548255085945
19,0.04221315243728459,0.016736913301143796,0.017090897641330958,0.0018795834744349121,0.10254674210846425,0.04465561143681407,0.020543845618143677,0.02336423416249454,0.001837038647616282,0.11200368426740169
20,0.041794097678363326,0.016440329806134104,0.016411447752267123,0.001875931163621135,0.10147388065606355,0.044992555655539036,0.020298744641244412,0.023760005231946706,0.0018374656388768927,0.11174888451397419
21,0.041471356200426815,0.016173869226127863,0.01588687075972557,0.0018702708523254841,0.10066435245722533,0.04483167051896453,0.021010279068723322,0.02439921404607594,0.00181040880526416,0.11401932595670224
