epoch,train_stft_l1,train_stft_mse,train_energy_l1,train_onset_l1,train_spectral_convergence,train_loss,train_initial_stft_l1,train_initial_stft_mse,train_initial_energy_l1,train_initial_onset_l1,train_initial_spectral_convergence,train_initial_loss,val_stft_l1,val_stft_mse,val_energy_l1,val_onset_l1,val_spectral_convergence,val_loss,val_initial_stft_l1,val_initial_stft_mse,val_initial_energy_l1,val_initial_onset_l1,val_initial_spectral_convergence,val_initial_loss
1,0.037169726281613115,0.01328416209644638,0.011072536734445021,0.001788705055511673,0.4943791115283966,0.11321407443284988,0.037586399819143114,0.01336995610918384,0.011047639376251027,0.0017952172215416795,0.499718837928772,0.11423812854066491,0.04441376508772373,0.020059065617155283,0.023288030238822102,0.0017875098705408164,0.645139396905899,0.14067976933717727,0.0448888980243355,0.020024610050488265,0.02319641360733658,0.0017963655337807723,0.6411779681444169,0.14110497583448886
2,0.03699440114824101,0.013159401975781656,0.010885855724220165,0.001785204814519966,0.49102763100266456,0.11256645643934607,0.037338878512848166,0.013235464269970543,0.01075233082859777,0.0017928740747796838,0.49579158692359926,0.11357568191960454,0.04435404584370554,0.020009185309521855,0.023131100278347732,0.0017910617993038614,0.6345200648903847,0.1400590897127986,0.04446761995367706,0.02002785554062575,0.023031916568987072,0.0017963707032322418,0.6344147552251815,0.14047268664836884
3,0.03688408018536866,0.013085432306944858,0.010783609041478485,0.0017837837753933855,0.4871618027806282,0.11207989372685552,0.037233024504128846,0.013178063970792573,0.010632642628345639,0.0017931649520935024,0.4919636683344841,0.11314698937013745,0.04396918798051774,0.019914574839174748,0.022954658211674542,0.001791980777401477,0.6310599746108055,0.1399209741204977,0.044334578795358535,0.020032629701308906,0.02291726793674752,0.00179384400206618,0.6316843375563621,0.14075266882032156
4,0.03682335741957649,0.013038732710957993,0.0107320051277522,0.0017820182198600377,0.4853917226374149,0.11177812868356704,0.03718638739436865,0.013140758762077894,0.010557202055398375,0.0017927041715302039,0.49044000386595726,0.11292450684532523,0.04459326781332493,0.020150114723015578,0.02342184024117887,0.0017954662233532872,0.6348937103152275,0.14028894867002964,0.04479199956171215,0.02015662773884833,0.02320222317893058,0.0017957384645997082,0.6336898735165596,0.14080642426013948
5,0.03675436964146793,0.0129876850921195,0.010672542815608903,0.001780999137175968,0.4842080200314522,0.11153276762738824,0.03713982765944675,0.013104897857573815,0.010497494475590065,0.0017924105361278634,0.48917858188152313,0.1127269836910069,0.04439745500124991,0.01996144005190581,0.023173917514272033,0.00179008061971399,0.6369374978542328,0.14006277592480182,0.044717183025553824,0.02006357345636934,0.02303634034143761,0.0018014046789030544,0.6362207585573196,0.14082755111157894
6,0.036696772652119396,0.012943799155892338,0.010612644929345697,0.0017795514987636125,0.4818087939441204,0.11122413232922554,0.03712652176730335,0.013076269851997495,0.010446811885456554,0.0017921131889335811,0.48705410327911375,0.11248251461833715,0.04388604306802153,0.019810902885627,0.022704111249186098,0.0017885841991228516,0.6287400873303414,0.13949442259967326,0.04427741565927863,0.01997445798292756,0.022666498966049404,0.0017976209416519851,0.6301340909004212,0.1404603254646063
7,0.03664190986854956,0.012901940871367697,0.01054020811454393,0.0017786281446053182,0.47951510684490206,0.11102598711550236,0.037100091532617806,0.013042599289864301,0.010361884254170582,0.0017925352048419883,0.4849416519522667,0.11235779211223125,0.04400716152600944,0.01993848792416975,0.022769034875556825,0.0017898913704266306,0.6351908126473427,0.1400101066082716,0.04438414972089231,0.020079674516338856,0.022671722622122616,0.0017948137795028743,0.6356142783761024,0.14091633532941342
8,0.03659579797359183,0.012864209220441989,0.010502560878312216,0.0017776639204472304,0.47772182140350344,0.11082654258981348,0.03707510075438768,0.013017720275605098,0.010323040421307087,0.001792430797376437,0.4833475625991821,0.11220992591902613,0.04447404876351357,0.02000172178214416,0.02312152741430327,0.0017930875242454932,0.6330123853683471,0.13989692467451095,0.04469603883475065,0.020114112285897136,0.022940131921786816,0.0018024773254583125,0.6340634230375289,0.14067095710337163
