epoch,train_stft_l1,train_stft_mse,train_energy_l1,train_onset_l1,train_loss,val_stft_l1,val_stft_mse,val_energy_l1,val_onset_l1,val_loss
1,0.09550814121030271,0.11974286451004446,0.05871383263729513,0.002169650666473899,0.09550814121030271,0.06530175963416696,0.053349045338109136,0.05415995087241754,0.0015793123639014084,0.06530175963416696
2,0.05894037242978811,0.0377376158721745,0.042744905687868595,0.0016430329851573333,0.05894037242978811,0.05497438367456198,0.03024469770025462,0.0365066573722288,0.0015984990386641584,0.05497438367456198
3,0.05773556185886264,0.036274047452025115,0.04537117446307093,0.0015582484265905805,0.05773556185886264,0.052109722048044205,0.029417835408821702,0.036547844763845205,0.001568781335663516,0.052109722048044205
4,0.05727406917139888,0.03383181511890143,0.03932938841171563,0.0015915225958451629,0.05727406917139888,0.05330813257023692,0.028691425104625523,0.03565347206313163,0.001536891853902489,0.05330813257023692
5,0.051932796370238066,0.032176187727600336,0.04087429807987064,0.0015258115890901536,0.051932796370238066,0.04974141763523221,0.030747356242500246,0.04018955025821924,0.0015258820203598589,0.04974141763523221
6,0.05053178733214736,0.029058258282020688,0.03687908384017646,0.0015482274393434636,0.05053178733214736,0.04978479165583849,0.02665608876850456,0.03501106193289161,0.0015489728975808248,0.04978479165583849
7,0.053623064421117306,0.034866689587943256,0.045243444154039025,0.0015029243659228086,0.053623064421117306,0.04876525583676994,0.029877819935791194,0.039683812065050006,0.0014875384731567465,0.04876525583676994
8,0.051648549269884825,0.02766396407969296,0.035890281083993614,0.0015103653713595122,0.051648549269884825,0.050395190715789795,0.026454205508343875,0.03438965114764869,0.0015234649399644695,0.050395190715789795
9,0.05146680143661797,0.02872671210207045,0.03642789856530726,0.0015041931765154004,0.05146680143661797,0.050629851408302784,0.027219282812438905,0.03625427861697972,0.001500113750807941,0.050629851408302784
10,0.05136936064809561,0.029451978276483715,0.03756444819737226,0.0014798130141571164,0.05136936064809561,0.04983073705807328,0.02653179515618831,0.035677763051353395,0.001481738370785024,0.04983073705807328
11,0.048942954279482365,0.0268790521658957,0.0353571951854974,0.00147104849020252,0.048942954279482365,0.04953151335939765,0.025785352452658117,0.034772673971019685,0.001470028808398638,0.04953151335939765
12,0.049793707206845284,0.028838213183917105,0.037712057353928685,0.0014627395939896815,0.049793707206845284,0.04751722002401948,0.025600026943720877,0.03422962815966457,0.0014795062597841024,0.04751722002401948
13,0.04784841649234295,0.02528290858026594,0.03412417182698846,0.0014821097574895248,0.04784841649234295,0.04792473651468754,0.02544734801631421,0.03382140723988414,0.0014744467262062244,0.04792473651468754
14,0.04791065584868193,0.025870805606245995,0.03454954398330301,0.0014742691200808622,0.04791065584868193,0.04702540207654238,0.024879571166820824,0.033511565532535315,0.0014771301575819962,0.04702540207654238
15,0.04730315622873604,0.027347957366146147,0.035757082514464855,0.001460273088014219,0.04730315622873604,0.045248480048030615,0.02493213233537972,0.03276832355186343,0.0014550871201208793,0.045248480048030615
16,0.04793321806937456,0.02692551340442151,0.03663081710692495,0.0014673779369331896,0.04793321806937456,0.045797085389494896,0.024052308639511466,0.03160761983599514,0.0014976427919464186,0.045797085389494896
17,0.04741707583889365,0.02733828779309988,0.03642408689484,0.0014763939179829322,0.04741707583889365,0.0466065127402544,0.026858557015657425,0.03632677730638534,0.0014496536532533355,0.0466065127402544
18,0.0464214903768152,0.025657520745880902,0.034692615387029946,0.0014693785196868703,0.0464214903768152,0.04503307631239295,0.024666857556439936,0.032516809878870845,0.0014628020944655873,0.04503307631239295
19,0.04676374956034124,0.025798115879297256,0.03449657256715,0.0014674826561531518,0.04676374956034124,0.04482732620090246,0.025386152788996696,0.03397643251810223,0.001466612404328771,0.04482732620090246
20,0.04482655203901231,0.02495470317080617,0.03260342520661652,0.001477524776419159,0.04482655203901231,0.04409608617424965,0.023088866844773293,0.030082657001912594,0.0014862411917420104,0.04409608617424965
21,0.04560519056394696,0.026613962603732944,0.034057003213092685,0.001468291440687608,0.04560519056394696,0.044289422454312444,0.0255763876484707,0.033060825197026134,0.001474540782510303,0.044289422454312444
22,0.04367079655639827,0.023819932946935296,0.030153982108458877,0.0014830068612354808,0.04367079655639827,0.045219339430332184,0.022616708534769714,0.028199741151183844,0.001524186969618313,0.045219339430332184
23,0.04606952588073909,0.02577537635806948,0.03441423794720322,0.0014852679014438763,0.04606952588073909,0.044814914697781205,0.025295357569120824,0.03398558299522847,0.0014522993005812168,0.044814914697781205
24,0.045176959596574306,0.0245590127306059,0.031908953096717596,0.0014915719657437876,0.045176959596574306,0.043719125678762794,0.02460999460890889,0.0311330872355029,0.0014827965133008547,0.043719125678762794
25,0.045039209770038724,0.0248502487083897,0.03211700974497944,0.001479071936046239,0.045039209770038724,0.04445263207890093,0.026306075393222272,0.03575715725310147,0.0014756929194845725,0.04445263207890093
26,0.04642952932044864,0.028499694308266044,0.03870178840588778,0.00150585070514353,0.04642952932044864,0.045751879923045635,0.024573808652348816,0.03003954002633691,0.0015381138218799606,0.045751879923045635
27,0.04689777875319123,0.025474515976384282,0.03389914077706635,0.0014983281580498442,0.04689777875319123,0.04443074623122811,0.025305714807473123,0.03340353490784764,0.0014479631063295528,0.04443074623122811
28,0.04424329660832882,0.024394316715188324,0.031578168156556785,0.0014742888452019542,0.04424329660832882,0.04310640832409263,0.023345344117842615,0.02928045846056193,0.0014947687886888161,0.04310640832409263
29,0.04564079502597451,0.02523614978417754,0.03221131640020758,0.0014944861686672084,0.04564079502597451,0.04305259510874748,0.02408963139168918,0.03100349730812013,0.0014568834412784781,0.04305259510874748
30,0.04402920580469072,0.02597617427818477,0.03438432957045734,0.0014475240022875369,0.04402920580469072,0.04425828577950597,0.025130851310677826,0.028613034635782242,0.0014401773223653436,0.04425828577950597
31,0.043049800442531705,0.02286292309872806,0.027950206073001027,0.001459556762711145,0.043049800442531705,0.04326094756834209,0.023253855179063976,0.030454624560661614,0.0014424683758988976,0.04326094756834209
32,0.04245698940940201,0.022729863179847598,0.029360607964918017,0.0014681765387649648,0.04245698940940201,0.04078786447644234,0.02150003705173731,0.027572682593017817,0.001480045171774691,0.04078786447644234
33,0.04136542230844498,0.02270511258393526,0.02882223587948829,0.0014521842895192094,0.04136542230844498,0.04270341922529042,0.02144759992370382,0.022869592648930848,0.0014566158715751953,0.04270341922529042
34,0.04143827548250556,0.021382757811807096,0.025364904897287488,0.0014697346050525084,0.04143827548250556,0.03982675261795521,0.020177567843347788,0.0261462249327451,0.0014732975250808522,0.03982675261795521
35,0.04087003227323294,0.02112682309234515,0.02626761293504387,0.0014408467031898908,0.04087003227323294,0.03853231202811003,0.017613847798202187,0.01953721360769123,0.0014382600020326208,0.03853231202811003
36,0.03908647573553026,0.01893128314986825,0.022803538478910923,0.001426310816896148,0.03908647573553026,0.03780380135867745,0.016146101232152432,0.016724913904909045,0.001420978231180925,0.03780380135867745
37,0.04146689991466701,0.021027246839366853,0.02509500680025667,0.001472413663577754,0.04146689991466701,0.038822221802547574,0.018698301748372614,0.02356515545397997,0.001447944545361679,0.038822221802547574
38,0.03926512459293008,0.019465777091681957,0.025122036458924413,0.0014386101393029094,0.03926512459293008,0.03753007762134075,0.01792135034338571,0.021323974011465907,0.0014285941906564403,0.03753007762134075
39,0.03860201477073133,0.018310369458049536,0.021481427713297307,0.0014404239627765492,0.03860201477073133,0.036978048738092184,0.017081521480577067,0.019157271250151098,0.001430177566362545,0.036978048738092184
40,0.037225580541417,0.016646173753542826,0.01787025626981631,0.001437773240468232,0.037225580541417,0.037423991481773555,0.015305748587707058,0.016160032362677157,0.0014287661651906092,0.037423991481773555
41,0.037715098820626736,0.015849738440010697,0.01736954163061455,0.0014357557884068228,0.037715098820626736,0.03613158350344747,0.017990722612012178,0.022598242503590882,0.001436790291336365,0.03613158350344747
42,0.035842925077304244,0.016229010769166052,0.01896277628839016,0.0014544867517543025,0.035842925077304244,0.03546712058596313,0.01593137244344689,0.021340000384952873,0.001437356841051951,0.03546712058596313
43,0.03709389525465667,0.016430359944934025,0.019971154688391834,0.001438202991266735,0.03709389525465667,0.04094231117051095,0.02087957735056989,0.03159417776623741,0.0014062587652006187,0.04094231117051095
44,0.040546972304582596,0.019152241991832852,0.02356633299496025,0.0014046146025066264,0.040546972304582596,0.03702239692211151,0.01506768647232093,0.01685061596799642,0.0013976602276670747,0.03702239692211151
45,0.036723545170389116,0.01611747028073296,0.019307596085127443,0.0013966033729957417,0.036723545170389116,0.03509917564224452,0.014894768333761021,0.017312764073722064,0.0013893422001274303,0.03509917564224452
46,0.035855614580214024,0.015935809293296188,0.018219417077489197,0.0013977161870570853,0.035855614580214024,0.033979598549194634,0.014733338466612622,0.0159675587201491,0.0013964678983029444,0.033979598549194634
47,0.03619497478939593,0.015686667495174333,0.016956076549831778,0.00140027984889457,0.03619497478939593,0.03557821246795356,0.01582242935546674,0.021653224830515683,0.0014003283795318566,0.03557821246795356
48,0.035728043178096414,0.015206327370833606,0.017716280708555132,0.0014082127090659924,0.035728043178096414,0.03682142461184412,0.018321655981708318,0.024339036783203483,0.0013992491985845845,0.03682142461184412
49,0.03497916064225137,0.014881210750900209,0.01421969581861049,0.0014181765000103042,0.03497916064225137,0.03510690783150494,0.015198158886050805,0.019543493108358234,0.0014167888948577456,0.03510690783150494
50,0.03422650042921305,0.01417655823752284,0.015878435340709984,0.0014320849950308912,0.03422650042921305,0.03395056421868503,0.012894378247437999,0.011625196144450456,0.001428810635843547,0.03395056421868503
51,0.033098273212090135,0.013455484353471547,0.013788481941446662,0.001424014029907994,0.033098273212090135,0.03244014782831073,0.013467664262861945,0.015328128123655915,0.001414620826835744,0.03244014782831073
52,0.0338404003996402,0.014022550778463483,0.013999944203533232,0.0014087207528064027,0.0338404003996402,0.039370677317492664,0.020930149883497506,0.033763965126127005,0.001388310392940184,0.039370677317492664
53,0.03710279962979257,0.016425502602942288,0.022512003662995994,0.0014102081040618941,0.03710279962979257,0.03292523277923465,0.013363393896725029,0.014632506296038628,0.0014021425813552924,0.03292523277923465
54,0.03420315298717469,0.014819895091932267,0.016763764841016382,0.0013826226349920034,0.03420315298717469,0.03385560947936028,0.013776156381936744,0.01107946434058249,0.0013941926372353919,0.03385560947936028
55,0.03504125471226871,0.015229125274345279,0.018782805069349706,0.0013775916304439306,0.03504125471226871,0.034802192356437445,0.013266511232359335,0.011144390155095607,0.0014023977855686098,0.034802192356437445
56,0.03751895762979984,0.01685893820831552,0.020395539235323668,0.001404045193339698,0.03751895762979984,0.037817751755937934,0.014816701994277537,0.01406593038700521,0.001389216569805285,0.037817751755937934
57,0.03659785143099725,0.015446212608367205,0.01888075831811875,0.0013722232470172457,0.03659785143099725,0.03514339483808726,0.015430696628754959,0.020728907373268157,0.0013479876724886708,0.03514339483808726
58,0.03539921157062054,0.01523575175087899,0.018262365832924843,0.0013636288640554994,0.03539921157062054,0.03340600628871471,0.012698618185822852,0.011937908246181905,0.0013618685989058577,0.03340600628871471
59,0.033186017302796245,0.013267356669530272,0.012813598790671676,0.0013750746002187952,0.033186017302796245,0.032592326519079506,0.012606362433871254,0.010959875246044248,0.0013950057109468617,0.032592326519079506
60,0.03209661250002682,0.012421984924003482,0.01226224418496713,0.0013968855710118078,0.03209661250002682,0.031521202297881246,0.012204933038447052,0.012979104940313846,0.0014023054063727614,0.031521202297881246
61,0.031323602655902505,0.012120112660340965,0.01172214321559295,0.0013947261613793671,0.031323602655902505,0.031017109635286033,0.011514774218085222,0.008657285332446918,0.0013881373524782248,0.031017109635286033
62,0.03092489205300808,0.011748477874789387,0.01063911517849192,0.001386589603498578,0.03092489205300808,0.03038683463819325,0.011410115723265335,0.010247366153635085,0.0013712863328692038,0.03038683463819325
