epoch,train_logmel_l1,train_logmel_mse,train_energy_l1,train_onset_l1,train_loss,val_logmel_l1,val_logmel_mse,val_energy_l1,val_onset_l1,val_loss
1,0.08987110549211502,0.07056130927801132,4.959457006931305,0.3126239736676216,0.23868427670001985,0.06553402449935675,0.051687792781740426,3.418327474594116,0.2592375382035971,0.1925656481087208
